,wav,txt,sentence
489,M13_a2_s091_v02.wav,il fait beau ce soir à paris,s091
490,M16_a1_s091_v03.wav,il fait beau ce soir à paris,s091
491,M13_a3_s091_v03.wav,il fait beau ce soir à paris,s091
492,F15_a2_s091_v01.wav,il fait beau ce soir à paris,s091
493,M04_a1_s091_v02.wav,il fait beau ce soir à paris,s091
494,F18_a4_s092_v01.wav,impossible attendons un peu,s092
495,F05_a4_s092_v05.wav,impossible attendons un peu,s092
496,M07_a2_s092_v01.wav,impossible attendons un peu,s092
497,M19_a1_s092_v02.wav,impossible attendons un peu,s092
498,F15_a2_s092_v01.wav,impossible attendons un peu,s092
499,M13_a2_s092_v04.wav,impossible attendons un peu,s092
500,F05_a3_s093_v05.wav,tu as fait ce que je voulais,s093
501,M12_a4_s093_v05.wav,tu as fait ce que je voulais,s093
502,M13_a3_s093_v05.wav,tu as fait ce que je voulais,s093
503,F08_a3_s093_v03.wav,tu as fait ce que je voulais,s093
504,F15_a3_s093_v01.wav,tu as fait ce que je voulais,s093
505,F01_a3_s093_v03.wav,tu as fait ce que je voulais,s093
506,F08_a1_s093_v04.wav,tu as fait ce que je voulais,s093
507,M16_a3_s093_v01.wav,tu as fait ce que je voulais,s093
508,M17_a2_s094_v01.wav,elle a fait ce que je voulais,s094
509,M04_a4_s094_v01.wav,elle a fait ce que je voulais,s094
510,F20_a4_s094_v03.wav,elle a fait ce que je voulais,s094
511,F02_a4_s094_v01.wav,elle a fait ce que je voulais,s094
512,M12_a4_s094_v08.wav,elle a fait ce que je voulais,s094
513,M17_a2_s094_v02.wav,elle a fait ce que je voulais,s094
514,F06_a3_s095_v02.wav,vous avez dormi toute la nuit,s095
515,F08_a4_s095_v01.wav,vous avez dormi toute la nuit,s095
516,F02_a1_s095_v01.wav,vous avez dormi toute la nuit,s095
517,M07_a3_s095_v04.wav,vous avez dormi toute la nuit,s095
518,F18_a1_s095_v01.wav,vous avez dormi toute la nuit,s095
519,F18_a4_s096_v01.wav,vous avez dit ce qu'il fallait,s096
520,M07_a1_s096_v01.wav,vous avez dit ce qu'il fallait,s096
521,M12_a1_s096_v01.wav,vous avez dit ce qu'il fallait,s096
522,F02_a1_s096_v02.wav,vous avez dit ce qu'il fallait,s096
523,M17_a1_s096_v01.wav,vous avez dit ce qu'il fallait,s096
524,F14_a4_s096_v01.wav,vous avez dit ce qu'il fallait,s096
525,M12_a4_s097_v02.wav,vous avez fait ce qu'il fallait,s097
526,F15_a3_s097_v04.wav,vous avez fait ce qu'il fallait,s097
527,F15_a3_s097_v02.wav,vous avez fait ce qu'il fallait,s097
528,F15_a4_s097_v01.wav,vous avez fait ce qu'il fallait,s097
529,F20_a1_s097_v02.wav,vous avez fait ce qu'il fallait,s097
530,F06_a3_s098_v04.wav,nous allons attendre qu'il arrive,s098
531,F06_a1_s098_v01.wav,nous allons attendre qu'il arrive,s098
532,F08_a2_s098_v01.wav,nous allons attendre qu'il arrive,s098
533,M09_a4_s098_v05.wav,nous allons attendre qu'il arrive,s098
534,M07_a2_s098_v02.wav,nous allons attendre qu'il arrive,s098
535,F20_a4_s098_v02.wav,nous allons attendre qu'il arrive,s098
536,M19_a1_s098_v08.wav,nous allons attendre qu'il arrive,s098
537,M13_a3_s098_v02.wav,nous allons attendre qu'il arrive,s098
538,F08_a4_s099_v01.wav,nous allons prendre notre journée,s099
539,F03_a3_s099_v01.wav,nous allons prendre notre journée,s099
540,M04_a4_s099_v02.wav,nous allons prendre notre journée,s099
541,M17_a4_s099_v05.wav,nous allons prendre notre journée,s099
542,M16_a1_s099_v03.wav,nous allons prendre notre journée,s099
543,M13_a3_s099_v04.wav,nous allons prendre notre journée,s099
544,M19_a1_s099_v04.wav,nous allons prendre notre journée,s099
545,M13_a2_s100_v01.wav,c’est vrai allons prendre un café,s100
546,M07_a3_s100_v02.wav,c’est vrai allons prendre un café,s100
547,M12_a3_s100_v02.wav,c’est vrai allons prendre un café,s100
548,F08_a4_s100_v05.wav,c’est vrai allons prendre un café,s100
549,F08_a3_s100_v01.wav,c’est vrai allons prendre un café,s100
550,F01_a4_s100_v02.wav,c’est vrai allons prendre un café,s100
551,M11_a3_s100_v05.wav,c’est vrai allons prendre un café,s100
